id,host_since,accommodates,bathrooms,bedrooms,beds,bed_type,first_review,instant_bookable,cancellation_policy
9835,2009-08-21,2,1,1,2,Real Bed,2011-05-24,f,strict_14_with_grace_period
10803,2009-09-16,2,1,1,1,Futon,2013-01-12,t,moderate
12936,2009-10-31,3,1,1,2,Real Bed,2010-08-04,f,strict_14_with_grace_period
15246,2009-12-03,1,1.5,1,1,Real Bed,2010-12-31,f,moderate
16760,2009-12-22,2,1,1,2,Real Bed,2011-12-10,f,moderate
38271,2010-07-12,5,1,3,3,Real Bed,2010-11-24,f,flexible
41836,2010-07-27,2,1,1,1,Real Bed,2010-11-16,f,strict_14_with_grace_period
43414,2010-08-03,2,1,1,1,Real Bed,2018-01-28,f,moderate
43429,2010-08-03,2,1,1,1,Real Bed,2010-12-05,t,moderate
44082,2010-08-06,2,1,1,1,Real Bed,2011-02-11,f,moderate
47100,2010-08-24,2,1,1,1,Real Bed,2010-09-09,f,strict_14_with_grace_period
50492,2009-10-31,4,1,2,2,Real Bed,2012-11-30,f,strict_14_with_grace_period
51592,2010-08-04,4,1.5,1,2,Real Bed,2011-02-22,f,strict_14_with_grace_period
58055,2010-11-03,2,1,1,4,Real Bed,2011-02-06,f,moderate
62606,2010-11-03,2,1,1,4,Real Bed,2011-03-05,f,moderate
65432,2010-11-03,1,1,1,1,Real Bed,2011-02-12,f,flexible
66754,2009-10-31,4,1,1,2,Real Bed,2011-03-08,f,strict_14_with_grace_period
67211,2010-12-25,1,1,1,1,Real Bed,2011-02-13,f,flexible
68036,2011-01-05,2,1.5,1,1,Real Bed,2011-07-20,f,moderate
68411,2011-01-03,7,2.5,4,5,Pull-out Sofa,,f,flexible
68482,2009-12-03,4,1.5,3,3,Real Bed,2014-01-06,f,strict_14_with_grace_period
69421,2011-01-14,4,1,1,2,Real Bed,2016-01-10,f,strict_14_with_grace_period
70004,2010-08-06,1,1,1,1,Real Bed,2014-02-22,f,moderate
70328,2011-01-21,2,1,1,1,Real Bed,2011-03-17,f,strict_14_with_grace_period
71156,2010-12-14,3,1,1,1,Real Bed,2017-12-26,f,strict_14_with_grace_period
72576,2011-02-04,2,1,1,1,Real Bed,2011-04-05,t,strict_14_with_grace_period
74324,2011-02-13,5,1,2,2,Real Bed,2015-05-17,f,moderate
74548,2011-02-15,1,2,1,1,Real Bed,2011-03-12,f,strict_14_with_grace_period
74715,2011-02-15,2,1,1,1,Futon,2011-03-29,f,moderate
74959,2011-02-17,2,2.5,1,1,Real Bed,2011-06-04,f,moderate
76867,2011-02-26,2,1.5,1,1,Real Bed,2011-03-16,f,strict_14_with_grace_period
78143,2011-03-03,2,1,2,2,Real Bed,2011-06-07,f,moderate
80986,2009-10-31,3,1,1,2,Real Bed,2011-10-10,f,strict_14_with_grace_period
86369,2010-09-27,2,1,1,1,Real Bed,2017-11-30,f,strict_14_with_grace_period
108032,2011-05-05,2,1,1,1,Real Bed,2011-06-13,t,strict_14_with_grace_period
111001,2011-05-09,2,1,1,1,Real Bed,2011-10-13,t,strict_14_with_grace_period
120487,2011-05-20,4,1,1,2,Real Bed,2011-10-21,f,moderate
126723,2011-05-26,3,1,1,2,Real Bed,2013-05-21,f,moderate
133617,2011-05-31,2,2,1,2,Real Bed,2011-11-30,f,flexible
136510,2011-06-05,2,2,1,1,Real Bed,2017-11-21,f,moderate
144236,2011-06-14,2,,1,1,Real Bed,,f,strict_14_with_grace_period
150729,2011-02-04,2,1,1,1,Real Bed,2011-07-25,t,strict_14_with_grace_period
156482,2011-06-16,10,1,3,5,Real Bed,2012-02-01,t,strict_14_with_grace_period
157427,2011-06-18,2,1,1,1,Real Bed,2011-11-15,f,moderate
161033,2011-07-03,2,1,1,1,Real Bed,2011-08-30,f,flexible
161404,2011-07-03,6,3,3,5,Real Bed,2017-09-29,t,moderate
163077,2009-10-31,3,1,1,2,Real Bed,2011-10-10,f,strict_14_with_grace_period
167067,2011-07-09,2,1,1,1,Real Bed,2011-09-18,f,moderate
171291,2011-04-12,2,1,1,1,Real Bed,2015-10-25,t,moderate
173426,2011-07-11,1,1.5,1,1,Real Bed,2011-08-24,f,moderate
189128,2011-06-06,2,1,1,1,Real Bed,2012-12-02,f,flexible
189293,2010-07-27,2,1,1,1,Real Bed,2017-05-07,t,moderate
189406,2011-08-03,3,1,1,2,Real Bed,2012-06-12,f,strict_14_with_grace_period
189434,2011-08-03,3,1,1,2,Real Bed,2012-12-08,f,strict_14_with_grace_period
210568,2011-08-30,2,2,1,1,Real Bed,2011-11-12,t,flexible
213348,2011-06-11,1,1,1,1,Real Bed,2016-10-31,f,strict_14_with_grace_period
214565,2011-09-04,2,1,1,1,Real Bed,,f,flexible
215787,2011-06-14,2,1,1,1,Real Bed,2011-12-29,t,strict_14_with_grace_period
227028,2011-09-20,3,1,2,2,Real Bed,2012-03-18,f,moderate
227964,2011-09-15,1,1,1,1,Real Bed,2011-12-16,f,flexible
229430,2011-09-23,1,1,1,1,Real Bed,2011-11-29,f,strict_14_with_grace_period
230790,2011-09-22,10,6,5,10,Real Bed,2014-09-19,f,strict_14_with_grace_period
232088,2011-09-27,5,2,2,5,Real Bed,2012-03-11,f,strict_14_with_grace_period
232812,2011-08-10,2,2,2,2,Real Bed,2011-10-25,f,flexible
234407,2011-09-29,2,1,1,1,Futon,2011-10-25,t,strict_14_with_grace_period
240410,2011-10-07,3,1,1,2,Real Bed,2012-07-30,f,strict_14_with_grace_period
241263,2011-10-28,2,1,1,1,Real Bed,2012-02-02,f,moderate
244872,2011-05-19,1,0.5,1,1,Real Bed,,f,flexible
244952,2010-11-15,3,1,1,1,Real Bed,2011-11-02,f,moderate
246337,2011-10-14,1,1,1,1,Real Bed,2012-03-18,f,moderate
247006,2011-04-27,2,1,1,1,Real Bed,2011-11-05,t,moderate
247140,2011-10-16,4,2,2,0,Real Bed,2011-11-14,f,strict_14_with_grace_period
248235,2011-10-17,8,3,5,6,Real Bed,2013-01-04,t,strict_14_with_grace_period
252381,2009-10-31,3,1,1,2,Real Bed,2012-01-11,f,strict_14_with_grace_period
256186,2011-10-28,5,1,2,5,Real Bed,2012-01-18,f,strict_14_with_grace_period
257149,2011-04-12,5,1,2,3,Real Bed,2011-12-26,f,strict_14_with_grace_period
257915,2011-05-09,16,6,10,16,Real Bed,2012-03-04,f,strict_14_with_grace_period
261558,2011-11-05,1,1,1,1,Real Bed,2016-09-16,f,strict_14_with_grace_period
262020,2011-11-05,2,1,1,1,Real Bed,2012-01-31,f,strict_14_with_grace_period
263871,2011-11-08,2,1,1,1,Real Bed,2013-02-02,f,strict_14_with_grace_period
267678,2011-11-13,2,1,1,1,Real Bed,2011-12-23,t,strict_14_with_grace_period
268525,2011-09-19,1,1.5,1,1,Real Bed,,f,moderate
268620,2011-11-15,1,,1,,Real Bed,,f,flexible
268849,2011-11-15,6,1,1,1,Real Bed,2011-12-14,f,moderate
277605,2011-11-28,4,2,2,4,Real Bed,2012-03-01,f,strict_14_with_grace_period
280698,2009-10-31,5,1.5,2,3,Real Bed,2017-12-02,f,strict_14_with_grace_period
283257,2011-12-05,6,2,3,4,Real Bed,2014-11-09,f,strict_14_with_grace_period
284210,2011-12-07,2,1,1,1,Real Bed,2014-04-21,f,moderate
286460,2011-12-10,1,,1,1,Real Bed,,f,strict_14_with_grace_period
289467,2011-11-28,4,2,2,4,Real Bed,2015-07-06,f,strict_14_with_grace_period
297350,2011-12-25,10,1.5,1,5,Real Bed,2012-01-26,f,moderate
300679,2011-12-14,2,2,1,1,Real Bed,2012-05-08,f,strict_14_with_grace_period
304910,2012-01-05,2,2,1,2,Real Bed,2012-01-30,f,strict_14_with_grace_period
307615,2012-01-08,2,2.5,1,1,Real Bed,2012-01-20,f,strict_14_with_grace_period
307630,2012-01-08,2,2.5,1,1,Real Bed,2012-02-11,f,strict_14_with_grace_period
309093,2011-10-29,5,2.5,2,2,Real Bed,,t,moderate
310594,2012-01-12,2,1,1,1,Real Bed,2012-01-23,f,moderate
313648,2012-01-16,3,1,1,1,Real Bed,2012-03-10,f,strict_14_with_grace_period
315513,2011-12-25,4,1.5,1,2,Real Bed,2012-02-04,f,moderate
317239,2012-01-19,2,1,1,1,Real Bed,,f,strict_14_with_grace_period
317351,2011-06-20,4,1,2,3,Real Bed,2012-07-30,t,moderate
323280,2012-01-15,1,1,1,1,Real Bed,2012-05-11,f,strict_14_with_grace_period
331605,2011-05-09,7,2,3,7,Real Bed,2012-09-03,t,strict_14_with_grace_period
334891,2012-02-06,1,,1,1,Real Bed,2015-03-13,f,moderate
344458,2012-02-06,5,2,2,3,Real Bed,2012-11-19,t,strict_14_with_grace_period
353243,2012-02-21,2,0,1,1,Real Bed,,f,flexible
357740,2012-02-26,4,1,1,2,Real Bed,2015-10-05,f,flexible
361613,2011-10-14,2,1,1,2,Real Bed,2013-01-21,f,moderate
363060,2012-03-01,2,1,1,1,Real Bed,,f,moderate
363278,2012-03-01,1,1,1,1,Real Bed,2012-07-22,f,strict_14_with_grace_period
365832,2012-03-03,5,1,2,2,Real Bed,2012-03-14,f,strict_14_with_grace_period
366848,2012-03-03,2,1,1,1,Real Bed,2012-03-22,f,moderate
376421,2012-03-09,2,1,1,1,Real Bed,2014-04-28,t,flexible
381690,2012-03-13,4,1,2,2,Real Bed,2012-11-07,f,flexible
386252,2011-02-07,1,,1,,Real Bed,,f,flexible
394600,2011-04-05,2,1,1,1,Real Bed,2012-04-20,t,flexible
397285,2012-02-06,5,2,2,3,Real Bed,2015-04-30,t,strict_14_with_grace_period
402105,2012-02-06,7,2,3,5,Real Bed,2013-06-29,t,strict_14_with_grace_period
403580,2012-03-26,2,1,1,1,Real Bed,2012-07-02,f,moderate
403876,2012-03-26,2,1,1,1,Real Bed,2012-10-02,t,strict_14_with_grace_period
406997,2012-03-28,2,1,1,1,Real Bed,2012-05-01,t,strict_14_with_grace_period
411059,2011-11-23,2,1,1,1,Real Bed,2012-05-02,f,moderate
414093,2012-02-06,7,2,3,4,Real Bed,2013-12-17,t,strict_14_with_grace_period
415776,2012-04-04,2,1,1,1,Real Bed,2012-09-01,f,moderate
419490,2012-04-04,4,1,2,3,Real Bed,2012-09-19,f,strict_14_with_grace_period
432113,2012-04-16,6,2,3,3,Real Bed,2012-05-10,t,strict_14_with_grace_period
433779,2012-03-28,2,2,1,1,Real Bed,2012-07-12,t,strict_14_with_grace_period
437892,2012-04-16,1,1,1,1,Real Bed,,f,flexible
438849,2012-04-19,4,2,2,2,Real Bed,2014-01-05,f,strict_14_with_grace_period
438899,2012-02-19,6,1,2,4,Real Bed,2012-10-02,t,moderate
448006,2012-02-06,5,2,2,3,Real Bed,2016-03-15,t,strict_14_with_grace_period
448017,2012-02-06,5,1,2,3,Real Bed,2013-01-06,t,strict_14_with_grace_period
448041,2012-02-06,5,2,2,3,Real Bed,2013-04-20,t,strict_14_with_grace_period
449585,2012-04-26,2,1,1,1,Real Bed,2013-01-30,f,flexible
453940,2012-04-30,1,1,1,1,Real Bed,,t,flexible
456950,2012-05-02,2,1,1,1,Real Bed,2013-12-30,f,flexible
458168,2012-02-06,5,2,2,3,Real Bed,2017-06-03,t,strict_14_with_grace_period
458182,2012-02-06,5,2,2,3,Real Bed,2015-04-12,t,strict_14_with_grace_period
464528,2011-06-30,5,2,2,3,Real Bed,2015-11-01,t,strict_14_with_grace_period
464612,2012-05-07,4,1,2,3,Real Bed,2012-07-05,f,moderate
466494,2011-06-30,7,2,3,4,Real Bed,2015-10-22,t,strict_14_with_grace_period
466732,2011-06-30,2,1,1,1,Real Bed,,t,strict_14_with_grace_period
467028,2011-08-08,2,1,1,1,Real Bed,2012-06-04,t,moderate
467125,2012-01-09,4,1,2,3,Real Bed,2012-11-07,f,moderate
475855,2012-05-13,2,1,1,1,Real Bed,2012-06-15,f,strict_14_with_grace_period
479281,2011-06-30,4,2,2,3,Real Bed,2017-07-30,t,strict_14_with_grace_period
479333,2011-06-30,5,1,2,3,Real Bed,2015-05-03,t,strict_14_with_grace_period
479472,2011-06-30,4,1.5,2,3,Real Bed,2015-04-04,t,strict_14_with_grace_period
479736,2010-09-04,5,1,2,3,Real Bed,2013-01-21,t,strict_14_with_grace_period
483719,2009-03-05,2,0.5,1,1,Real Bed,2012-09-24,f,strict_14_with_grace_period
488819,2012-01-09,2,1,1,1,Real Bed,2012-09-18,f,strict_14_with_grace_period
491993,2012-02-06,5,2,2,3,Real Bed,2015-07-21,t,strict_14_with_grace_period
492012,2012-02-06,5,2,2,3,Real Bed,2015-02-13,t,strict_14_with_grace_period
492071,2011-06-30,6,2,3,5,Real Bed,2015-01-27,t,strict_14_with_grace_period
496502,2012-05-24,2,1,1,1,Real Bed,2012-07-22,f,moderate
501143,2012-05-27,2,1,1,1,Real Bed,2012-07-05,f,strict_14_with_grace_period
506491,2012-05-29,4,1,2,2,Real Bed,2012-09-18,f,moderate
508586,2012-04-30,1,1,1,1,Real Bed,,f,flexible
508590,2012-04-30,1,,1,,Real Bed,2018-03-02,f,flexible
508594,2012-04-30,1,1,1,1,Real Bed,2018-07-20,f,flexible
509326,2012-05-31,1,,1,,Real Bed,,f,flexible
513766,2012-06-03,2,2,1,1,Real Bed,,f,flexible
515607,2012-06-04,2,2,1,1,Real Bed,2014-01-08,f,moderate
519819,2012-06-05,5,1,2,3,Real Bed,2012-10-11,f,strict_14_with_grace_period
524247,2012-02-06,7,2,3,4,Real Bed,2013-06-06,t,strict_14_with_grace_period
524570,2012-06-08,2,1,1,1,Real Bed,2013-01-16,f,moderate
529300,2012-06-10,4,1,1,3,Real Bed,2013-09-30,f,moderate
529321,2012-06-10,2,1,1,1,Real Bed,2012-12-30,f,moderate
529339,2012-06-10,2,1,1,1,Real Bed,2013-01-03,f,flexible
531324,2012-06-08,2,1,2,2,Real Bed,2017-10-24,f,flexible
532347,2012-06-12,3,3,1,2,Real Bed,2013-03-07,f,moderate
535813,2012-06-14,16,,1,1,Real Bed,,f,strict_14_with_grace_period
542188,2010-09-04,5,1,2,3,Real Bed,2013-02-08,f,strict_14_with_grace_period
546849,2012-03-28,2,2,1,1,Real Bed,2012-09-17,t,strict_14_with_grace_period
552797,2012-06-23,2,1,1,1,Real Bed,2015-11-29,f,moderate
554087,2012-06-21,2,1,1,1,Real Bed,2012-07-31,f,strict_14_with_grace_period
556080,2012-06-25,4,2,2,3,Real Bed,2012-10-13,f,moderate
557900,2012-02-04,2,1,1,1,Real Bed,2012-08-21,t,strict_14_with_grace_period
564734,2012-02-06,5,2,2,3,Real Bed,2015-08-20,t,strict_14_with_grace_period
565813,2012-03-25,1,1,1,1,Real Bed,2013-06-12,f,moderate
567486,2012-07-01,1,1,1,1,Real Bed,2012-09-19,f,strict_14_with_grace_period
567514,2012-07-01,1,1,1,1,Real Bed,2012-09-18,f,moderate
567941,2012-07-01,2,1,1,1,Real Bed,2012-10-21,f,moderate
571502,2012-07-02,1,5,1,16,Real Bed,2013-12-19,t,flexible
591772,2012-07-13,5,1,1,2,Real Bed,2013-01-29,t,strict_14_with_grace_period
592162,2012-07-13,2,1,1,1,Real Bed,2012-08-29,f,strict_14_with_grace_period
607674,2012-06-05,2,1,1,1,Real Bed,2014-01-30,f,strict_14_with_grace_period
609602,2012-03-28,2,1,1,1,Real Bed,2013-01-13,t,strict_14_with_grace_period
614259,2012-07-01,2,1,1,1,Real Bed,2017-03-18,f,strict_14_with_grace_period
619328,2012-06-25,2,1,1,1,Real Bed,2012-09-20,f,flexible
619363,2012-06-25,2,1,1,2,Real Bed,2012-08-19,f,moderate
621155,2011-01-21,2,1,1,1,Real Bed,2013-09-16,f,flexible
624205,2011-05-09,5,1,2,3,Real Bed,2012-08-07,t,strict_14_with_grace_period
628156,2012-07-31,2,1,1,1,Real Bed,2012-09-19,f,strict_14_with_grace_period
628370,2012-04-16,4,1,2,3,Real Bed,2012-08-30,t,strict_14_with_grace_period
633258,2011-03-14,2,1,1,1,Real Bed,2012-08-15,f,moderate
633546,2012-08-04,3,1,1,2,Real Bed,2012-11-19,t,strict_14_with_grace_period
639260,2010-07-19,4,1,2,3,Real Bed,2012-10-29,f,strict_14_with_grace_period
641180,2012-07-28,2,1,1,1,Real Bed,2012-11-23,t,moderate
642782,2011-08-03,2,1,1,1,Real Bed,2012-12-17,f,strict_14_with_grace_period
644223,2010-10-20,4,1,3,3,Real Bed,2014-01-05,t,moderate
648169,2012-08-13,2,1,0,1,Real Bed,2012-09-03,f,strict_14_with_grace_period
651578,2012-08-15,1,1,1,1,Real Bed,2012-09-22,f,moderate
653384,2012-04-26,2,,1,1,Real Bed,2015-01-23,f,flexible
653386,2012-04-26,2,1,1,1,Real Bed,2014-10-20,f,flexible
656235,2012-08-19,2,1,1,1,Real Bed,2012-11-13,f,strict_14_with_grace_period
657209,2011-06-20,2,1,1,1,Real Bed,2013-01-01,t,moderate
661004,2012-08-13,4,1,2,2,Real Bed,2013-06-22,f,strict_14_with_grace_period
662482,2011-05-09,16,8,10,14,Real Bed,2012-10-28,f,strict_14_with_grace_period
662489,2011-05-09,3,1,1,3,Real Bed,2013-07-01,t,strict_14_with_grace_period
668738,2012-08-27,2,1,1,1,Real Bed,2012-12-11,f,strict_14_with_grace_period
670329,2012-08-28,2,1,1,1,Real Bed,2012-10-16,f,moderate
671981,2012-08-28,1,1,1,1,Pull-out Sofa,,f,flexible
674843,2012-08-30,2,1,1,1,Real Bed,2012-10-29,f,strict_14_with_grace_period
690762,2012-09-10,1,3,1,3,Real Bed,2014-03-01,f,flexible
691140,2012-06-12,2,2.5,1,2,Real Bed,2014-03-15,f,moderate
691144,2012-06-12,2,3,1,1,Real Bed,2012-10-11,f,moderate
692656,2012-06-12,2,3,1,1,Real Bed,2013-12-21,f,moderate
693216,2012-09-12,2,2,1,1,Real Bed,2012-10-14,f,moderate
694376,2012-02-06,5,2,2,3,Real Bed,2014-07-28,t,strict_14_with_grace_period
712261,2011-06-24,2,1,1,1,Futon,2012-11-13,t,moderate
712598,2011-12-13,6,1.5,3,4,Real Bed,2014-01-17,t,flexible
724777,2012-10-03,2,1,1,1,Real Bed,2016-03-28,f,moderate
728162,2012-10-06,7,2,4,6,Real Bed,2013-02-01,f,strict_14_with_grace_period
731330,2012-03-28,2,1,1,1,Real Bed,2013-10-19,f,strict_14_with_grace_period
739896,2012-10-14,4,2,2,2,Real Bed,2012-12-30,f,strict_14_with_grace_period
752666,2012-07-08,4,1,2,2,Real Bed,2012-11-05,t,moderate
754134,2012-09-14,2,1,1,1,Real Bed,2013-01-16,t,flexible
758097,2012-10-28,2,1,1,1,Real Bed,2013-03-16,f,moderate
762496,2012-03-28,2,1,1,2,Real Bed,2013-01-22,f,flexible
762695,2009-10-31,4,1,1,2,Real Bed,2014-04-10,f,strict_14_with_grace_period
768096,2012-09-08,4,2,2,2,Real Bed,2012-11-28,f,moderate
771720,2012-03-28,2,2,1,1,Real Bed,2013-03-04,t,strict_14_with_grace_period
780196,2010-05-03,2,1,1,1,Real Bed,2016-07-04,f,flexible
780441,2012-08-26,2,1,1,1,Real Bed,2013-01-14,f,moderate
784043,2012-11-12,6,2,4,4,Real Bed,2018-05-05,f,strict_14_with_grace_period
785116,2012-09-15,2,1,1,1,Real Bed,,f,flexible
788420,2011-05-09,2,1,1,2,Real Bed,2015-03-30,f,strict_14_with_grace_period
792570,2011-06-11,4,1,2,2,Real Bed,2013-02-22,f,moderate
802320,2013-10-06,6,1,2,2,Real Bed,2013-01-27,t,moderate
804841,2012-11-25,2,1,1,1,Real Bed,,f,flexible
806245,2012-07-01,5,1,2,4,Real Bed,2012-12-08,t,moderate
809366,2012-08-30,3,1,1,2,Real Bed,2013-03-18,f,strict_14_with_grace_period
817054,2012-10-01,5,1,2,3,Real Bed,2012-12-12,f,strict_14_with_grace_period
817310,2012-12-02,2,1,1,1,Real Bed,2013-01-21,f,moderate
817457,2012-11-17,5,1,2,2,Real Bed,2013-01-07,t,strict_14_with_grace_period
822054,2012-12-03,2,,1,1,Real Bed,,f,flexible
822369,2011-08-22,2,3,1,1,Real Bed,2013-03-15,f,strict_14_with_grace_period
822382,2011-08-22,2,3,1,1,Real Bed,2015-06-26,f,strict_14_with_grace_period
827095,2012-12-06,2,1,1,1,Real Bed,2012-12-29,f,moderate
828906,2012-12-06,1,2,1,5,Real Bed,,t,strict_14_with_grace_period
834720,2012-11-10,3,1,1,1,Real Bed,2013-01-05,t,moderate
835521,2012-07-05,2,1,1,1,Real Bed,2013-02-04,f,strict_14_with_grace_period
835730,2011-08-15,4,1,2,2,Real Bed,2013-01-02,t,strict_14_with_grace_period
846825,2012-12-16,2,1,1,1,Real Bed,,t,flexible
847063,2012-06-09,6,2,3,3,Real Bed,2013-01-22,f,strict_14_with_grace_period
849118,2011-05-09,7,2,3,6,Real Bed,2013-01-18,t,strict_14_with_grace_period
850845,2012-05-27,2,1,1,1,Real Bed,2013-01-22,t,strict_14_with_grace_period
853643,2012-11-27,4,1,2,2,Real Bed,2014-04-08,f,moderate
856570,2011-08-03,3,1,1,2,Real Bed,2013-12-17,f,strict_14_with_grace_period
856573,2011-08-03,5,1,2,4,Real Bed,2013-08-19,f,strict_14_with_grace_period
861920,2011-08-03,5,2,2,4,Real Bed,2013-07-29,f,strict_14_with_grace_period
862000,2011-08-03,5,2,2,4,Real Bed,2013-07-30,f,strict_14_with_grace_period
862199,2012-12-28,2,1,1,2,Real Bed,2013-01-24,f,strict_14_with_grace_period
863143,2012-12-26,2,1,1,1,Real Bed,2013-01-17,t,moderate
865195,2011-05-20,2,1,1,1,Real Bed,2013-01-22,f,moderate
866134,2013-01-02,2,2,1,1,Real Bed,2015-03-24,f,moderate
867464,2013-01-01,2,1,1,1,Real Bed,2013-03-20,f,moderate
870066,2013-01-04,5,1,2,5,Real Bed,2013-01-30,f,strict_14_with_grace_period
870859,2013-01-04,2,1,1,1,Real Bed,2018-03-25,f,moderate
870879,2013-01-04,2,,1,1,Real Bed,,f,flexible
872081,2013-01-05,8,4,4,6,Real Bed,2013-02-18,t,strict_14_with_grace_period
872297,2012-11-06,2,1,1,1,Real Bed,2014-08-01,f,strict_14_with_grace_period
872302,2012-11-06,2,1,1,1,Real Bed,2013-02-06,f,strict_14_with_grace_period
874165,2009-10-31,4,1,2,2,Real Bed,2013-02-18,f,strict_14_with_grace_period
875444,2013-01-07,2,1,1,1,Real Bed,2013-02-14,f,moderate
875913,2009-10-31,3,1,1,2,Real Bed,2013-04-29,f,strict_14_with_grace_period
881242,2012-05-01,5,1,3,3,Real Bed,2013-12-09,f,moderate
882704,2013-01-08,3,1,1,1,Real Bed,2014-03-20,f,moderate
887320,2010-08-23,4,1,1,2,Real Bed,2013-08-09,t,flexible
887782,2013-01-04,1,,1,1,Real Bed,2016-07-21,f,flexible
890726,2012-05-20,2,1,0,1,Real Bed,2013-02-12,f,strict_14_with_grace_period
892787,2012-01-16,3,1,1,1,Real Bed,2013-06-04,f,strict_14_with_grace_period
895688,2012-08-30,2,2,1,1,Real Bed,2013-03-10,f,moderate
905969,2013-01-25,7,1.5,2,4,Real Bed,2013-12-23,t,strict_14_with_grace_period
906586,2013-01-26,8,2,3,5,Real Bed,2013-05-13,f,strict_14_with_grace_period
907354,2013-01-27,2,1,1,1,Real Bed,2013-03-19,f,strict_14_with_grace_period
908963,2013-01-27,2,1,1,1,Real Bed,2013-04-27,f,strict_14_with_grace_period
908981,2013-01-27,1,1,1,1,Real Bed,2013-04-05,f,flexible
911079,2013-01-30,2,1,1,1,Real Bed,2014-05-05,f,flexible
911167,2013-01-29,2,1,1,1,Real Bed,2013-03-25,t,moderate
911365,2012-07-09,6,2,3,3,Real Bed,2013-04-12,f,moderate
912966,2012-10-26,4,1,2,2,Real Bed,2013-03-24,f,strict_14_with_grace_period
913004,2012-03-28,2,1,1,1,Real Bed,2013-03-01,f,strict_14_with_grace_period
920179,2013-02-03,2,1,1,1,Real Bed,2013-06-22,t,strict_14_with_grace_period
921611,2012-09-14,5,1,1,1,Real Bed,2013-03-01,f,moderate
926682,2013-02-06,2,1,1,1,Real Bed,2013-11-24,f,strict_14_with_grace_period
928684,2012-06-04,2,1.5,1,1,Real Bed,2013-03-05,f,strict_14_with_grace_period
930037,2013-02-08,4,2,2,3,Real Bed,2013-03-19,f,moderate
932918,2011-05-25,6,2.5,3,3,Real Bed,2013-03-21,f,strict_14_with_grace_period
933044,2013-02-10,2,1,1,1,Real Bed,2013-11-13,f,moderate
936283,2012-02-06,5,2,2,3,Real Bed,2015-02-08,t,strict_14_with_grace_period
936302,2012-02-06,5,2,2,3,Real Bed,2015-01-12,t,strict_14_with_grace_period
938088,2012-01-16,2,1,1,1,Real Bed,2013-07-03,f,strict_14_with_grace_period
938326,2013-02-12,2,1,1,1,Real Bed,2016-06-25,t,moderate
941483,2013-02-14,6,2,2,2,Real Bed,2014-09-01,t,moderate
944235,2011-08-21,2,1,1,1,Real Bed,2013-03-03,t,moderate
947806,2013-02-18,2,1,1,2,Real Bed,2013-03-11,f,moderate
948081,2013-02-19,2,1,1,1,Real Bed,2013-03-24,f,strict_14_with_grace_period
952100,2012-11-24,2,1,1,1,Real Bed,2013-04-22,t,strict_14_with_grace_period
954106,2013-02-22,2,1,1,1,Real Bed,2013-09-18,t,moderate
956968,2013-02-24,4,1,2,2,Real Bed,2013-03-24,f,moderate
957284,2013-02-24,3,1,1,1,Real Bed,2013-04-22,f,strict_14_with_grace_period
958631,2013-02-25,2,1,1,1,Real Bed,2014-10-21,f,moderate
960498,2013-02-25,4,2,2,2,Real Bed,2013-04-11,f,strict_14_with_grace_period
964490,2012-03-17,2,1,1,1,Real Bed,2013-03-21,f,flexible
964548,2012-10-01,6,1,2,5,Real Bed,2013-03-09,f,strict_14_with_grace_period
966901,2011-08-06,2,1,1,0,Futon,2013-04-06,f,strict_14_with_grace_period
971698,2011-08-21,3,1,1,2,Real Bed,2013-03-29,t,moderate
978562,2011-12-25,2,1.5,1,1,Real Bed,2013-08-28,t,moderate
980716,2013-03-07,2,1,1,1,Real Bed,2013-04-15,f,flexible
982452,2013-03-08,4,2,2,2,Real Bed,,f,moderate
982577,2012-09-29,2,1,1,1,Real Bed,2013-09-23,f,strict_14_with_grace_period
984021,2012-01-16,2,1,1,1,Real Bed,2013-12-10,f,strict_14_with_grace_period
985644,2013-03-10,4,1,2,2,Real Bed,2013-09-30,f,moderate
985656,2011-08-30,2,2,1,1,Real Bed,2014-02-19,f,flexible
986403,2012-07-20,2,1,1,1,Real Bed,2013-04-28,f,moderate
988366,2013-03-12,1,1,1,1,Real Bed,2013-07-07,f,moderate
990795,2013-03-13,2,1,1,1,Real Bed,2013-09-10,f,strict_14_with_grace_period
995402,2013-02-19,4,1,2,2,Real Bed,2013-05-13,f,moderate
997505,2012-01-21,4,2,2,2,Real Bed,2013-04-11,f,strict_14_with_grace_period
997517,2013-02-27,16,3.5,6,13,Real Bed,2013-11-18,f,strict_14_with_grace_period
999067,2013-03-16,2,1,1,1,Real Bed,2013-03-29,t,strict_14_with_grace_period
999115,2013-03-16,2,1,1,1,Real Bed,2013-03-23,f,strict_14_with_grace_period
999305,2013-03-17,1,1,1,1,Real Bed,2013-11-06,f,strict_14_with_grace_period
1001457,2013-03-17,5,2,2,3,Real Bed,2013-06-11,f,strict_14_with_grace_period
1001739,2013-03-18,2,2,1,1,Real Bed,2013-10-09,t,strict_14_with_grace_period
1002094,2012-02-17,2,1,1,1,Real Bed,2013-05-26,f,strict_14_with_grace_period
1004260,2013-03-18,2,1,1,1,Real Bed,2017-12-22,f,moderate
1009526,2013-03-20,2,1,1,1,Real Bed,2013-10-27,f,flexible
1009543,2013-03-20,3,1,1,1,Real Bed,2013-12-02,t,strict_14_with_grace_period
1009577,2013-02-05,2,1,1,1,Real Bed,2013-08-12,f,moderate
