id,host_since,accommodates,bathrooms,bedrooms,beds,bed_type,first_review,instant_bookable,cancellation_policy
1009764,2013-03-20,2,1,1,1,Real Bed,,f,strict_14_with_grace_period
1012462,2013-03-22,5,1,3,3,Real Bed,2013-05-28,f,strict_14_with_grace_period
1019243,2012-01-21,2,1,1,1,Real Bed,2014-07-11,t,flexible
1019387,2013-03-03,4,1,2,3,Real Bed,2013-08-19,f,moderate
1019415,2012-11-22,5,2,3,3,Real Bed,,f,strict_14_with_grace_period
1024812,2013-03-26,1,,1,1,Real Bed,,f,strict_14_with_grace_period
1040233,2012-08-09,4,1,1,3,Real Bed,2013-12-01,f,moderate
1040236,2013-03-03,4,1,2,3,Real Bed,2013-07-14,f,moderate
1046449,2013-03-18,2,2,1,1,Real Bed,2013-10-10,t,strict_14_with_grace_period
1054730,2013-04-07,1,1,1,1,Real Bed,2014-08-31,f,strict_14_with_grace_period
1057401,2013-04-08,2,1,1,1,Real Bed,2013-07-31,f,strict_14_with_grace_period
1058005,2013-04-08,2,1,1,1,Real Bed,2018-10-31,f,strict_14_with_grace_period
1061196,2012-02-05,4,1,2,2,Real Bed,2013-06-08,f,moderate
1061439,2013-04-09,1,1.5,1,1,Real Bed,2013-05-12,f,strict_14_with_grace_period
1064493,2012-06-22,2,1,0,1,Real Bed,2013-05-27,t,strict_14_with_grace_period
1064503,2012-03-28,2,2,1,1,Real Bed,2013-06-16,t,strict_14_with_grace_period
1067281,2013-04-10,10,4.5,5,8,Real Bed,2017-03-10,t,strict_14_with_grace_period
1072806,2013-04-13,2,2.5,1,1,Real Bed,2013-04-30,f,moderate
1077126,2013-04-14,1,1,1,1,Real Bed,2015-03-21,f,moderate
1077193,2013-03-22,4,1,2,3,Real Bed,2013-11-01,f,strict_14_with_grace_period
1077907,2011-07-20,1,1,1,1,Real Bed,2016-01-10,f,strict_14_with_grace_period
1080588,2013-04-10,4,2.5,2,3,Real Bed,,f,strict_14_with_grace_period
1090065,2013-03-20,5,2,2,3,Real Bed,2013-09-19,t,strict_14_with_grace_period
1091282,2012-06-09,4,2,2,4,Real Bed,2013-05-25,f,moderate
1093015,2011-03-22,2,1,1,1,Real Bed,2013-05-29,t,strict_14_with_grace_period
1098759,2012-02-18,5,1,2,4,Real Bed,2013-06-27,f,moderate
1107707,2013-04-10,8,2.5,4,8,Real Bed,2016-01-21,f,strict_14_with_grace_period
1117938,2012-10-03,2,1,1,1,Real Bed,2015-01-16,f,strict_14_with_grace_period
1118089,2013-01-19,5,1.5,4,4,Real Bed,2016-01-23,f,strict_14_with_grace_period
1119307,2013-01-05,3,1,1,2,Real Bed,2013-05-06,f,strict_14_with_grace_period
1119442,2013-04-29,2,1,1,1,Real Bed,,t,strict_14_with_grace_period
1125294,2013-01-16,3,1,1,1,Real Bed,2013-06-21,f,flexible
1127751,2012-07-08,4,1,1,1,Real Bed,2013-07-22,f,strict_14_with_grace_period
1135875,2011-11-05,2,1,1,1,Real Bed,2013-05-28,f,moderate
1138262,2013-05-05,6,2.5,2,2,Real Bed,2013-09-03,f,strict_14_with_grace_period
1145231,2013-05-07,6,2,3,4,Real Bed,2013-05-29,f,strict_14_with_grace_period
1156949,2013-05-11,2,1.5,1,1,Real Bed,2013-08-28,f,moderate
1157185,2011-03-12,1,1.5,1,1,Real Bed,2014-02-10,f,moderate
1157835,2013-03-17,6,2,2,5,Real Bed,2013-07-16,f,super_strict_60
1160278,2013-05-12,2,1.5,1,1,Real Bed,2016-04-01,f,strict_14_with_grace_period
1160839,2013-05-13,2,1,1,1,Real Bed,2016-05-15,f,strict_14_with_grace_period
1175222,2013-05-16,2,1,1,1,Real Bed,2013-07-09,f,strict_14_with_grace_period
1178955,2013-05-18,4,1.5,2,3,Real Bed,2013-09-09,f,strict_14_with_grace_period
1181117,2012-12-28,8,2,4,5,Real Bed,,f,strict_14_with_grace_period
1184360,2013-05-20,2,,1,1,Real Bed,2013-11-18,f,moderate
1187940,2013-05-21,3,1,1,2,Real Bed,2013-12-21,f,strict_14_with_grace_period
1192689,2012-07-31,8,2,4,5,Real Bed,2013-07-29,f,moderate
1195462,2013-05-23,1,1,1,1,Real Bed,2013-07-22,t,strict_14_with_grace_period
1201338,2011-10-17,9,3.5,4,7,Real Bed,2015-03-06,f,moderate
1214103,2012-11-17,5,2,2,2,Real Bed,2013-08-30,t,strict_14_with_grace_period
1218977,2010-03-08,4,1,2,2,Real Bed,2016-02-14,f,strict_14_with_grace_period
1233439,2011-06-30,7,2,3,4,Real Bed,2015-03-19,t,strict_14_with_grace_period
1233474,2013-11-25,9,3,4,4,Real Bed,,f,strict_14_with_grace_period
1233605,2011-05-05,2,1,1,1,Real Bed,2013-07-23,f,moderate
1234561,2013-06-04,1,1,1,1,Real Bed,2015-09-01,f,moderate
1237261,2013-05-28,2,1,1,1,Real Bed,2013-07-08,f,moderate
1244671,2013-06-07,6,1,2,4,Real Bed,2013-08-14,f,strict_14_with_grace_period
1252561,2013-06-09,2,1,1,1,Real Bed,2013-07-08,f,strict_14_with_grace_period
1253219,2013-01-01,4,1,2,2,Real Bed,2015-10-01,f,flexible
1260741,2013-06-11,4,1.5,2,3,Real Bed,2015-06-08,t,strict_14_with_grace_period
1261894,2012-05-16,2,1,1,1,Real Bed,2013-07-18,f,strict_14_with_grace_period
1265947,2012-11-18,5,1,1,1,Real Bed,2015-10-24,t,strict_14_with_grace_period
1266244,2012-11-18,5,2,2,2,Real Bed,2013-07-27,t,strict_14_with_grace_period
1271310,2013-06-14,2,1,1,1,Real Bed,2016-04-16,f,moderate
1273572,2013-06-14,7,2,3,5,Real Bed,2014-08-25,f,moderate
1273635,2013-06-02,2,1,1,1,Real Bed,,t,flexible
1273768,2013-06-16,2,1,1,1,Real Bed,2013-07-19,f,strict_14_with_grace_period
1274043,2013-01-13,2,1,1,1,Real Bed,2013-07-09,f,moderate
1285174,2013-06-19,10,1,2,9,Real Bed,2014-03-03,t,moderate
1289142,2013-06-19,2,1,1,1,Real Bed,2014-04-14,t,moderate
1289241,2013-06-07,4,1,2,2,Real Bed,2013-07-06,f,strict_14_with_grace_period
1297829,2013-06-14,2,2,1,1,Real Bed,2013-07-13,f,moderate
1302086,2012-06-19,13,2,4,6,Real Bed,2013-07-16,f,strict_14_with_grace_period
1305838,2010-08-17,2,2,2,2,Real Bed,2015-09-23,f,strict_14_with_grace_period
1309557,2012-02-06,5,2,2,3,Real Bed,2015-03-11,t,strict_14_with_grace_period
1309634,2013-06-25,4,1,1,2,Real Bed,2013-08-15,t,strict_14_with_grace_period
1314080,2013-06-27,4,1,2,2,Real Bed,2016-07-31,f,moderate
1320949,2013-06-01,1,1,1,1,Real Bed,2015-02-02,f,flexible
1321215,2011-06-18,4,1,2,3,Real Bed,2014-09-25,f,strict_14_with_grace_period
1321535,2012-04-06,2,2,1,1,Real Bed,2015-12-17,f,flexible
1321782,2011-05-09,2,1,1,2,Real Bed,2016-05-19,t,strict_14_with_grace_period
1328207,2013-07-01,2,1,1,1,Real Bed,2013-07-31,f,flexible
1333069,2013-07-02,2,1,1,1,Real Bed,2013-10-01,f,moderate
1344172,2013-02-18,1,1,1,1,Real Bed,2017-12-01,f,strict_14_with_grace_period
1344239,2013-07-04,2,1,1,1,Real Bed,2014-03-23,f,flexible
1349937,2012-10-01,6,1,2,4,Real Bed,2013-07-19,f,strict_14_with_grace_period
1352762,2013-07-07,3,1,1,1,Real Bed,2013-07-31,t,strict_14_with_grace_period
1357290,2011-07-13,5,1.5,2,5,Real Bed,2013-07-28,t,strict_14_with_grace_period
1357916,2013-05-12,2,1,1,1,Real Bed,2013-08-26,f,moderate
1360263,2013-07-09,2,1,1,1,Real Bed,2016-02-15,f,strict_14_with_grace_period
1360924,2013-06-24,2,1,1,1,Real Bed,2013-08-26,f,strict_14_with_grace_period
1361329,2012-10-01,8,2,2,4,Real Bed,2013-07-23,f,strict_14_with_grace_period
1370173,2013-07-11,2,1,1,1,Real Bed,2013-08-03,t,strict_14_with_grace_period
1378655,2011-06-19,2,1,1,1,Real Bed,2014-11-22,t,moderate
1378758,2013-07-14,1,1,1,1,Real Bed,2017-03-29,f,flexible
1393371,2013-07-16,2,1,1,1,Real Bed,2013-10-05,f,moderate
1394156,2013-07-16,6,2,2,3,Real Bed,2015-03-06,f,strict_14_with_grace_period
1394277,2012-09-19,2,1,1,1,Real Bed,2013-08-12,f,strict_14_with_grace_period
1405749,2013-03-11,2,1,1,1,Real Bed,2013-09-15,f,strict_14_with_grace_period
1412320,2013-07-20,2,1,1,1,Real Bed,2014-09-12,t,strict_14_with_grace_period
1412818,2013-07-20,4,1,2,2,Real Bed,2014-01-15,t,strict_14_with_grace_period
1414187,2013-07-20,6,1,3,4,Real Bed,2014-06-23,t,strict_14_with_grace_period
1417716,2013-07-22,4,1,1,2,Real Bed,2013-10-15,f,strict_14_with_grace_period
1434853,2013-06-01,3,2,2,2,Real Bed,2016-01-19,f,strict_14_with_grace_period
1447595,2013-07-28,2,1,1,1,Real Bed,2013-08-18,t,strict_14_with_grace_period
1453575,2012-06-05,10,3,5,5,Real Bed,2016-10-08,f,strict_14_with_grace_period
1467803,2012-03-28,2,2,1,1,Real Bed,2013-09-15,t,strict_14_with_grace_period
1467936,2013-06-21,6,2,2,3,Real Bed,2015-01-10,f,moderate
1467998,2013-06-21,6,2.5,3,3,Real Bed,2014-09-29,f,strict_14_with_grace_period
1469423,2013-06-12,2,1,1,1,Real Bed,2018-11-29,t,flexible
1483791,2010-10-02,4,1,2,2,Real Bed,2013-10-30,f,strict_14_with_grace_period
1490980,2013-08-06,2,1,1,1,Real Bed,2015-04-20,t,flexible
1494540,2013-07-25,3,1,1,2,Real Bed,2013-10-01,t,moderate
1497122,2013-07-02,2,1,1,2,Real Bed,2013-11-23,t,flexible
1499776,2013-08-07,2,1,1,1,Real Bed,2013-08-17,f,moderate
1500207,2013-08-08,1,1.5,1,1,Real Bed,2013-11-24,t,flexible
1500598,2010-11-18,4,1,2,2,Real Bed,2014-11-24,f,moderate
1504584,2013-08-08,6,1,2,3,Real Bed,2018-05-07,t,moderate
1508587,2012-04-14,3,1,2,2,Real Bed,2013-11-01,f,strict_14_with_grace_period
1513151,2013-05-25,4,1,2,2,Real Bed,2013-12-26,t,moderate
1516337,2013-08-12,4,1,1,3,Real Bed,,f,flexible
1521505,2013-08-08,2,1,1,1,Real Bed,2013-12-21,f,moderate
1521977,2013-07-22,2,1,1,1,Real Bed,,f,flexible
1522751,2012-01-15,1,1,1,1,Real Bed,2013-11-11,f,strict_14_with_grace_period
1522907,2012-01-15,1,1,1,1,Real Bed,2013-09-21,f,strict_14_with_grace_period
1531039,2013-08-14,1,1,1,1,Real Bed,,f,strict_14_with_grace_period
1540666,2013-08-17,2,1,1,1,Real Bed,2015-01-26,f,moderate
1547045,2013-02-18,4,1,2,3,Real Bed,2014-01-29,f,strict_14_with_grace_period
1547261,2012-08-16,2,1,1,1,Real Bed,2013-09-18,f,strict_14_with_grace_period
1557274,2012-11-26,2,1,1,1,Real Bed,2016-07-21,f,moderate
1557846,2013-08-21,6,1,3,4,Real Bed,2013-10-24,f,strict_14_with_grace_period
1558434,2013-08-21,2,1,0,1,Real Bed,2013-09-04,t,moderate
1568136,2013-07-21,4,2,2,3,Real Bed,2013-10-06,f,strict_14_with_grace_period
1570830,2013-08-23,2,1,1,1,Real Bed,2013-10-08,t,moderate
1571073,2012-05-26,2,2.5,1,1,Real Bed,2016-10-22,f,moderate
1579145,2012-07-01,1,2,1,1,Real Bed,2013-09-10,f,flexible
1579215,2013-08-25,2,1,2,2,Real Bed,2015-11-29,f,strict_14_with_grace_period
1584356,2013-01-14,2,2,2,2,Real Bed,2015-08-11,f,strict_14_with_grace_period
1584385,2013-06-14,5,1,1,4,Real Bed,2014-03-16,f,flexible
1585478,2011-08-12,2,1,1,1,Real Bed,2013-12-09,f,flexible
1589912,2013-08-25,2,1,2,2,Real Bed,2014-01-05,f,strict_14_with_grace_period
1595093,2013-04-16,2,1,1,1,Real Bed,2015-12-06,f,moderate
1602671,2013-08-29,2,1.5,1,1,Pull-out Sofa,2013-12-04,f,moderate
1602976,2011-08-28,6,1.5,2,5,Real Bed,2013-09-30,f,strict_14_with_grace_period
1603051,2013-08-30,3,1,1,1,Real Bed,2013-09-16,t,strict_14_with_grace_period
1610201,2013-05-11,4,2,2,2,Real Bed,2013-09-30,t,flexible
1610316,2012-11-17,2,1,1,1,Real Bed,2013-11-11,t,strict_14_with_grace_period
1619718,2012-04-02,2,1,0,1,Real Bed,2014-01-03,t,strict_14_with_grace_period
1619808,2013-09-03,4,2,2,2,Real Bed,2013-12-29,f,strict_14_with_grace_period
1621193,2013-09-04,1,5,1,1,Real Bed,2014-11-30,f,moderate
1624671,2013-09-04,7,2,3,4,Real Bed,2013-12-09,f,flexible
1624962,2012-04-02,4,1,2,2,Real Bed,2013-12-11,t,strict_14_with_grace_period
1626393,2013-08-27,4,3.5,2,2,Real Bed,2014-07-13,f,moderate
1630611,2013-09-04,1,1,1,1,Real Bed,2013-11-07,f,moderate
1630761,2013-09-04,1,1,1,1,Real Bed,2015-01-30,f,moderate
1637329,2013-09-04,1,1,1,1,Real Bed,2017-03-16,f,moderate
1637733,2013-04-14,4,1,2,2,Real Bed,2013-12-01,t,flexible
1641871,2012-11-18,5,1,1,1,Real Bed,2014-04-05,f,strict_14_with_grace_period
1646891,2012-11-18,5,1,1,1,Real Bed,2015-03-30,t,strict_14_with_grace_period
1652186,2012-06-18,8,1,2,5,Real Bed,2014-09-05,f,strict_14_with_grace_period
1653231,2013-08-02,3,1,1,3,Real Bed,2014-10-22,f,moderate
1656742,2013-02-14,9,2.5,5,7,Real Bed,2013-10-02,f,strict_14_with_grace_period
1662899,2013-06-26,2,1,1,1,Real Bed,2013-09-29,f,flexible
1669526,2013-09-15,2,1,1,1,Real Bed,2013-10-17,f,moderate
1674688,2013-04-29,6,1.5,2,4,Real Bed,2013-09-30,t,flexible
1678964,2013-09-16,3,1,1,3,Real Bed,2013-10-04,f,strict_14_with_grace_period
1681677,2013-04-08,3,1,0,1,Real Bed,2013-10-26,f,strict_14_with_grace_period
1683724,2013-09-17,7,3,4,4,Real Bed,2014-01-03,f,strict_14_with_grace_period
1684534,2012-02-05,2,1,1,1,Real Bed,2014-01-20,f,moderate
1684869,2013-09-18,4,1,0,1,Real Bed,2013-10-26,f,moderate
1688748,2013-09-18,3,1,1,1,Real Bed,2013-09-29,t,strict_14_with_grace_period
1697412,2013-02-20,2,1,0,1,Real Bed,2013-11-25,t,strict_14_with_grace_period
1701914,2013-09-22,2,2,1,1,Real Bed,,f,flexible
1704240,2013-09-22,3,1,1,1,Real Bed,,f,flexible
1711594,2013-09-24,2,1,1,1,Real Bed,2013-11-30,f,strict_14_with_grace_period
1715090,2013-09-25,2,2,2,2,Real Bed,2013-10-10,f,moderate
1718295,2013-09-24,2,1,1,1,Real Bed,2013-12-14,f,strict_14_with_grace_period
1718324,2013-06-04,10,2,4,6,Real Bed,2014-08-25,t,strict_14_with_grace_period
1722074,2012-10-01,6,2,2,4,Real Bed,2013-10-12,f,strict_14_with_grace_period
1725821,2013-09-21,16,5,7,10,Real Bed,2013-11-29,f,strict_14_with_grace_period
1732959,2013-09-17,4,1.5,2,2,Real Bed,2013-11-24,f,moderate
1733049,2013-09-29,8,1,3,4,Real Bed,2013-10-22,f,flexible
1733537,2013-01-03,2,1.5,1,1,Real Bed,2016-01-18,f,moderate
1739234,2013-08-04,3,1,1,1,Real Bed,2013-11-05,t,moderate
1742469,2013-10-01,1,1,1,1,Real Bed,2014-07-08,f,strict_14_with_grace_period
1742539,2013-10-01,4,1,1,1,Real Bed,2013-11-15,f,moderate
1742705,2013-09-24,2,1,1,1,Real Bed,2013-10-22,f,strict_14_with_grace_period
1747690,2013-10-02,2,1,1,1,Real Bed,,f,moderate
1747852,2013-10-03,8,1,2,5,Real Bed,2013-11-18,t,strict_14_with_grace_period
1752177,2013-05-18,2,1,0,1,Real Bed,2013-10-15,t,strict_14_with_grace_period
1756027,2013-01-12,2,1,1,1,Real Bed,2013-11-12,f,strict_14_with_grace_period
1760258,2012-11-17,5,1,2,2,Real Bed,2013-10-27,t,strict_14_with_grace_period
1760620,2013-10-06,2,1,1,1,Real Bed,2013-10-13,f,moderate
1763507,2013-10-06,6,1,2,3,Real Bed,2016-03-06,f,strict_14_with_grace_period
1763823,2013-03-20,7,2,3,5,Real Bed,2014-01-10,t,strict_14_with_grace_period
1764062,2013-03-20,5,2,2,3,Real Bed,2014-05-26,t,strict_14_with_grace_period
1766675,2013-10-07,4,1,2,2,Real Bed,2013-11-26,f,strict_14_with_grace_period
1769230,2013-10-07,2,1,1,1,Real Bed,2014-10-24,f,strict_14_with_grace_period
1774105,2013-10-08,2,1,1,1,Real Bed,2013-12-17,f,moderate
1774260,2013-10-08,2,1,1,1,Real Bed,2013-12-17,f,moderate
1774428,2013-02-05,1,1,1,1,Real Bed,2013-11-23,f,moderate
1775388,2013-10-09,1,1,1,1,Real Bed,2018-03-30,f,moderate
1778493,2013-07-15,2,1,1,1,Real Bed,2013-12-18,t,strict_14_with_grace_period
1779098,2013-10-10,5,1,2,3,Real Bed,2013-11-09,t,strict_14_with_grace_period
1784111,2013-05-16,2,0.5,1,1,Real Bed,2014-04-11,f,flexible
1798355,2013-06-22,4,1,2,3,Real Bed,2013-11-05,f,strict_14_with_grace_period
1802291,2013-02-27,4,1.5,1,2,Real Bed,2015-02-22,f,flexible
1803021,2013-03-23,8,2,3,4,Real Bed,2013-12-11,f,moderate
1803184,2013-07-07,6,1,2,4,Real Bed,2013-11-17,t,strict_14_with_grace_period
1803259,2011-03-14,5,1,3,3,Real Bed,2013-11-19,f,strict_14_with_grace_period
1803441,2013-10-02,3,1,1,1,Real Bed,2013-12-29,f,strict_14_with_grace_period
1807191,2012-04-02,2,1,0,1,Real Bed,2014-01-05,f,strict_14_with_grace_period
1815508,2013-10-18,2,1,1,1,Real Bed,2013-11-25,f,moderate
1822180,2013-07-09,2,1,1,1,Real Bed,2016-01-18,t,strict_14_with_grace_period
1822923,2013-10-20,2,1,1,1,Real Bed,2014-01-02,f,moderate
1822969,2012-03-12,2,1,1,1,Real Bed,2014-02-20,f,strict_14_with_grace_period
1827577,2013-02-28,2,1,1,1,Real Bed,2013-11-07,t,flexible
1827624,2013-10-21,4,1,2,2,Real Bed,2014-01-23,f,strict_14_with_grace_period
1832876,2012-02-04,2,1,1,1,Real Bed,2013-11-09,t,strict_14_with_grace_period
1833118,2013-10-23,2,1,1,1,Real Bed,2017-04-11,f,flexible
1833332,2012-11-17,5,1,2,2,Real Bed,2013-12-05,t,strict_14_with_grace_period
1833368,2012-11-17,5,1,2,2,Real Bed,2014-01-15,f,strict_14_with_grace_period
1833663,2013-03-16,2,1,1,1,Real Bed,2013-10-29,f,moderate
1837433,2013-10-24,1,1,1,1,Real Bed,2014-01-11,f,flexible
1837765,2013-01-09,1,1,1,1,Real Bed,2014-10-22,f,strict_14_with_grace_period
1844970,2012-09-27,2,1,1,1,Pull-out Sofa,2013-12-11,f,strict_14_with_grace_period
1847426,2012-07-20,3,1,1,1,Real Bed,2013-11-04,f,strict_14_with_grace_period
1851883,2013-10-27,1,1,1,1,Real Bed,2015-11-02,f,moderate
1861584,2013-10-29,6,3,4,4,Real Bed,2018-03-16,f,strict_14_with_grace_period
1863200,2013-10-03,8,2,2,0,Real Bed,2015-09-06,t,strict_14_with_grace_period
1865611,2012-08-29,10,3,5,6,Real Bed,2013-12-30,f,strict_14_with_grace_period
1866009,2012-07-02,1,1,1,1,Real Bed,2014-01-22,t,strict_14_with_grace_period
1877368,2013-03-20,7,2,3,5,Real Bed,2013-12-20,t,strict_14_with_grace_period
1877569,2013-11-03,2,1,1,1,Real Bed,2016-11-05,f,moderate
1881121,2013-11-03,2,1,1,1,Real Bed,2016-10-01,f,moderate
1881832,2010-08-24,2,1,1,1,Real Bed,2014-01-04,f,strict_14_with_grace_period
1887354,2012-04-25,4,0.5,1,2,Real Bed,2013-11-22,f,flexible
1888716,2010-10-31,2,1,1,2,Real Bed,,f,strict_14_with_grace_period
1893708,2013-01-05,2,1,1,1,Real Bed,2013-12-16,t,moderate
1893907,2012-12-15,4,2.5,3,2,Real Bed,2013-12-29,f,moderate
1906621,2012-08-04,5,3,3,4,Real Bed,2014-12-29,f,strict_14_with_grace_period
1910020,2012-10-30,4,1,2,4,Real Bed,2014-02-03,f,moderate
1910365,2013-11-06,6,2.5,3,6,Real Bed,,f,strict_14_with_grace_period
1914462,2013-11-10,4,1.5,2,2,Real Bed,2014-03-04,f,flexible
1914471,2012-11-17,5,2,2,2,Real Bed,2014-01-28,t,strict_14_with_grace_period
1915939,2012-05-26,4,1,2,3,Real Bed,2014-01-12,t,strict_14_with_grace_period
1923545,2012-09-19,4,2,2,3,Real Bed,2014-03-09,t,flexible
1926575,2012-11-17,2,1,1,1,Real Bed,2014-02-10,t,strict_14_with_grace_period
1927123,2013-03-17,6,2,2,4,Real Bed,2013-12-03,f,strict_14_with_grace_period
1927160,2012-05-06,2,1,1,1,Real Bed,2014-06-25,f,moderate
1930659,2010-12-31,2,1,1,1,Real Bed,2014-03-19,f,strict_14_with_grace_period
1936710,2012-07-02,1,5,1,1,Real Bed,2013-12-11,t,flexible
1937502,2013-11-15,2,1,1,1,Real Bed,2013-12-02,f,flexible
1937582,2013-02-05,2,1,1,1,Real Bed,2013-11-30,f,moderate
1944585,2013-11-16,2,1,1,1,Real Bed,2014-01-22,f,strict_14_with_grace_period
1945220,2013-11-16,2,1,1,2,Real Bed,2014-01-20,t,moderate
1949180,2012-12-15,2,2,1,1,Real Bed,2015-01-27,f,strict_14_with_grace_period
1950412,2013-01-25,4,2,2,3,Real Bed,2014-04-11,f,strict_14_with_grace_period
1950793,2013-04-28,2,1,1,1,Real Bed,2014-01-08,f,strict_14_with_grace_period
1951892,2013-05-23,2,,1,1,Real Bed,2013-11-24,t,strict_14_with_grace_period
1956184,2013-11-18,2,1,1,1,Real Bed,2014-03-03,f,moderate
1956956,2012-03-25,2,1,1,1,Real Bed,2014-03-02,f,moderate
1957726,2013-11-15,2,1,1,1,Real Bed,,f,flexible
1961688,2013-08-29,4,1.5,1,3,Real Bed,2013-12-31,f,strict_14_with_grace_period
1962469,2012-10-01,6,1,2,4,Real Bed,2014-01-28,f,strict_14_with_grace_period
1962932,2013-11-20,1,1.5,2,1,Real Bed,,f,strict_14_with_grace_period
1970196,2013-11-21,2,1.5,1,1,Real Bed,2013-12-30,f,moderate
1971685,2013-11-21,2,1,1,1,Real Bed,2014-01-03,f,flexible
1972216,2013-11-21,5,2,3,2,Real Bed,,f,strict_14_with_grace_period
1972381,2013-03-20,9,2,4,7,Real Bed,2013-12-22,t,strict_14_with_grace_period
1973680,2013-11-22,6,2,2,5,Real Bed,2014-03-07,f,strict_14_with_grace_period
1976057,2013-11-22,2,1,2,2,Real Bed,,f,flexible
1976702,2013-11-23,4,1,2,2,Real Bed,2014-01-20,f,strict_14_with_grace_period
1980243,2013-11-24,1,1,1,1,Real Bed,2014-07-25,f,strict_14_with_grace_period
1982842,2013-11-24,4,1,2,4,Real Bed,2014-02-02,f,moderate
1983690,2013-06-15,4,1,2,2,Real Bed,2013-12-02,f,flexible
1984550,2013-11-24,2,1,1,1,Real Bed,,f,flexible
1990245,2013-11-25,2,1,1,1,Real Bed,2013-12-09,f,strict_14_with_grace_period
1995008,2013-03-18,2,1,1,1,Real Bed,2014-01-11,t,strict_14_with_grace_period
1995746,2013-11-27,1,1,1,1,Real Bed,2014-01-18,f,flexible
1996245,2013-11-18,2,1,1,2,Real Bed,2014-01-18,t,flexible
1996739,2013-11-27,2,1,1,2,Real Bed,,f,flexible
1998982,2011-05-09,6,1,2,3,Real Bed,2014-02-03,t,strict_14_with_grace_period
2001075,2013-04-13,2,2.5,1,1,Real Bed,2013-12-11,f,moderate
2004528,2012-11-18,5,1,2,3,Real Bed,2014-01-27,t,strict_14_with_grace_period
2004786,2013-07-14,2,1,1,1,Real Bed,2017-02-01,f,strict_14_with_grace_period
2004964,2013-10-27,4,1,2,2,Real Bed,2014-04-09,f,strict_14_with_grace_period
2008920,2013-09-13,4,1,2,2,Real Bed,2016-12-21,f,strict_14_with_grace_period
2008926,2013-11-30,3,1,2,2,Real Bed,,f,flexible
2009201,2013-09-18,3,1,1,1,Real Bed,2013-12-05,t,strict_14_with_grace_period
2012112,2012-11-18,2,1,1,1,Real Bed,2016-02-05,t,strict_14_with_grace_period
2012526,2010-10-06,2,2,1,1,Real Bed,2013-12-26,f,strict_14_with_grace_period
2012694,2012-07-09,6,1,3,4,Real Bed,2014-01-03,f,flexible
2012730,2013-10-27,6,1,3,3,Real Bed,,f,flexible
2016956,2013-12-01,3,1,2,2,Real Bed,2014-02-15,f,moderate
2017250,2013-12-01,2,1,1,1,Real Bed,2015-05-19,f,strict_14_with_grace_period
2021375,2012-12-03,5,1,3,3,Real Bed,2014-01-20,t,moderate
2022600,2012-10-01,6,1,2,4,Real Bed,2014-04-08,f,strict_14_with_grace_period
2023433,2012-04-02,2,1,1,1,Real Bed,2014-01-01,f,moderate
2023583,2013-12-03,2,1,1,1,Real Bed,,f,moderate
2028297,2013-02-18,5,1.5,2,3,Real Bed,2013-12-18,t,moderate
2029771,2013-12-04,2,1,1,1,Real Bed,2014-01-21,f,strict_14_with_grace_period
2033648,2013-12-04,2,1,1,1,Real Bed,2014-01-22,f,flexible
2038818,2013-09-04,7,2,3,4,Real Bed,2014-01-28,f,flexible
2038824,2013-09-04,6,2,3,4,Real Bed,2014-01-06,f,flexible
2038829,2013-09-04,7,2,3,4,Real Bed,2013-12-28,f,flexible
2039072,2013-11-30,2,1,1,1,Real Bed,,f,flexible
2042579,2013-12-06,5,1,2,2,Real Bed,2014-01-03,t,strict_14_with_grace_period
2046410,2013-10-19,4,1,2,3,Real Bed,2014-04-18,t,strict_14_with_grace_period
2046678,2013-11-06,2,1,1,1,Real Bed,2013-12-30,f,strict_14_with_grace_period
2051170,2013-08-09,4,1,2,2,Real Bed,2014-01-01,t,flexible
2051187,2013-09-04,7,2,3,4,Real Bed,2013-12-30,f,flexible
2053828,2013-06-30,2,1,1,1,Real Bed,2013-12-19,t,moderate
2056947,2013-01-05,2,1,1,2,Real Bed,2014-01-18,t,moderate
2057259,2013-12-09,2,1,1,1,Real Bed,,f,flexible
2057845,2013-04-10,4,1,2,2,Real Bed,2014-02-01,t,moderate
2058578,2012-03-22,2,1,1,1,Real Bed,2014-01-11,f,strict_14_with_grace_period
2063596,2013-12-11,2,1,1,1,Real Bed,,f,flexible
2063915,2013-11-20,2,1,1,1,Real Bed,,f,flexible
2075836,2013-02-18,2,1,1,1,Real Bed,2014-01-11,t,moderate
2079196,2012-02-06,5,2,2,3,Real Bed,2014-10-01,t,strict_14_with_grace_period
