id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,collect_date
29689801,223440956,Anisha,Yarra,-37.81087674,145.0128794,Entire home/apt,100,1,1,6/12/18,1,1,5,2018-12-07
29690081,156381779,Gina,Banyule,-37.68841435,145.067215,Entire home/apt,219,2,0,,,12,330,2018-12-07
29690376,67189714,Herman,Melbourne,-37.82073135,144.9574183,Entire home/apt,109,1,3,1/12/18,2.73,3,88,2018-12-07
29690641,67189714,Herman,Melbourne,-37.82039803,144.942187,Entire home/apt,350,1,1,25/11/18,1,3,83,2018-12-07
29690878,223445042,Sherry,Glen Eira,-37.89268942,145.0693515,Private room,29,60,0,,,1,94,2018-12-07
29694780,36384009,Lauren,Port Phillip,-37.86720929,144.9972654,Private room,50,7,1,15/11/18,1,1,60,2018-12-07
29695863,163888945,燕,Melbourne,-37.81166196,144.9570036,Private room,71,1,1,2/12/18,1,1,53,2018-12-07
29695921,110776401,Carrie,Manningham,-37.78393905,145.1353231,Entire home/apt,197,1,0,,,3,310,2018-12-07
29697684,194243489,Qi,Melbourne,-37.8144263,144.9373342,Entire home/apt,100,1,0,,,5,289,2018-12-07
29698482,128044408,Neil,Melbourne,-37.81883766,144.9439669,Entire home/apt,300,1,4,1/12/18,3.33,6,269,2018-12-07
29702078,223512841,Sheldon,Boroondara,-37.80847159,145.0499445,Private room,125,1,0,,,1,90,2018-12-07
29705426,221796402,Sondra,Wyndham,-37.88839893,144.6440487,Private room,30,1,1,16/11/18,1,2,0,2018-12-07
29707660,28955065,Mae And Tim,Yarra,-37.8105027,145.0080512,Entire home/apt,161,2,6,1/12/18,6,1,74,2018-12-07
29707677,9914523,Celeste,Stonnington,-37.83378085,144.9895753,Entire home/apt,90,2,1,16/11/18,1,1,153,2018-12-07
29707809,21908163,Alex,Melton,-37.61619239,144.5322853,Entire home/apt,25,1,0,,,13,359,2018-12-07
29708152,21908163,Alex,Melton,-37.61583122,144.5332637,Entire home/apt,25,1,1,4/11/18,0.88,13,362,2018-12-07
29708623,104894898,Susan,Stonnington,-37.8528238,144.999496,Entire home/apt,100,1,0,,,1,11,2018-12-07
29708787,53650863,Silvia,Wyndham,-37.84667919,144.7054931,Private room,30,7,0,,,2,124,2018-12-07
29709056,25663780,Stephen,Frankston,-38.17401158,145.1213099,Entire home/apt,120,2,1,2/12/18,1,1,154,2018-12-07
29709307,50864668,Samantha,Melbourne,-37.80003132,144.9555257,Private room,100,4,2,1/12/18,2,1,15,2018-12-07
29709316,223566560,Kerryn,Wyndham,-37.8639765,144.723389,Entire home/apt,190,2,1,3/12/18,1,1,221,2018-12-07
29709588,141949144,Jolina,Melbourne,-37.81650584,144.9535854,Private room,80,2,2,,,1,39,2018-12-07
29709618,95979330,Ha,Stonnington,-37.85409411,144.9973004,Private room,55,1,4,1/12/18,4,1,341,2018-12-07
29711891,223580434,Bradley,Whittlesea,-37.67917234,145.0283406,Private room,28,1,0,,,2,103,2018-12-07
29712213,181698992,Aaron,Melbourne,-37.77935626,144.9402707,Entire home/apt,136,1,0,,,22,81,2018-12-07
29712240,223580434,Bradley,Whittlesea,-37.68084585,145.0261691,Entire home/apt,50,1,1,12/11/18,1,2,178,2018-12-07
29712474,10708410,Shannon And Angela,Stonnington,-37.84721598,144.9917824,Entire home/apt,96,2,3,2/12/18,3,2,231,2018-12-07
29714459,181698992,Aaron,Wyndham,-37.88608466,144.7102271,Entire home/apt,155,2,3,2/12/18,3,22,61,2018-12-07
29714765,222921528,Jason,Yarra,-37.80659575,144.9858388,Entire home/apt,90,4,2,18/11/18,2,1,7,2018-12-07
29714999,128182395,Fiona,Port Phillip,-37.8408076,144.9578064,Entire home/apt,599,2,0,,,1,182,2018-12-07
29715675,119331787,Ruben,Glen Eira,-37.89158092,145.0674526,Entire home/apt,89,2,1,15/11/18,1,3,337,2018-12-07
29717169,130829021,Malcolm,Port Phillip,-37.86382224,144.9805853,Entire home/apt,84,4,0,,,1,34,2018-12-07
29718357,181690502,Celest,Melbourne,-37.81364282,144.9627981,Entire home/apt,197,1,1,1/12/18,1,3,150,2018-12-07
29718984,128765487,Vivi,Melbourne,-37.8141529,144.9532367,Entire home/apt,144,1,5,4/12/18,4.55,4,165,2018-12-07
29719038,149166560,Claire,Melbourne,-37.81646698,144.9585793,Entire home/apt,199,2,0,,,1,220,2018-12-07
29719934,159254153,Yipu,Melbourne,-37.80717328,144.9597257,Shared room,60,7,0,,,1,293,2018-12-07
29722238,128824101,Ryan,Yarra Ranges,-37.79053423,145.435115,Entire home/apt,450,2,0,,,1,29,2018-12-07
29722303,81870707,Potocnjak,Port Phillip,-37.86433752,144.9765926,Private room,46,2,2,29/11/18,2,1,89,2018-12-07
29728241,107243011,M L,Melbourne,-37.80760607,144.9665756,Entire home/apt,163,1,1,18/11/18,1,7,144,2018-12-07
29737165,101892422,Ignatius,Stonnington,-37.83569627,144.9972314,Entire home/apt,400,3,2,24/11/18,2,10,37,2018-12-07
29738282,91148212,June,Monash,-37.88656426,145.1200601,Private room,109,1,0,,,3,179,2018-12-07
29738607,105253572,Alexia And Joel,Darebin,-37.78039829,144.9968438,Private room,60,3,1,18/11/18,1,1,0,2018-12-07
29739020,223727635,Muntdher,Maribyrnong,-37.80367453,144.8997402,Private room,90,60,0,,,1,88,2018-12-07
29741215,198083212,Chi,Melbourne,-37.81517621,144.9535772,Entire home/apt,118,4,0,,,13,51,2018-12-07
29742238,147033309,LivingIt,Knox,-37.88816555,145.2419128,Private room,55,1,0,,,50,156,2018-12-07
29742247,121716,Victoria,Glen Eira,-37.87741234,145.0258376,Private room,75,2,1,18/11/18,1,1,337,2018-12-07
29742475,147033309,LivingIt,Knox,-37.88793119,145.2427668,Private room,55,1,0,,,50,156,2018-12-07
29742780,24204332,Peter,Glen Eira,-37.90699412,145.0440001,Entire home/apt,150,7,0,,,1,0,2018-12-07
29743119,20876843,Jie,Melbourne,-37.77871675,144.9390574,Private room,68,1,0,,,1,97,2018-12-07
29743312,147033309,LivingIt,Knox,-37.88816871,145.2418157,Private room,55,1,0,,,50,156,2018-12-07
29743749,223760629,Melida,Melbourne,-37.81390089,144.9487548,Shared room,30,1,0,,,1,6,2018-12-07
29745631,219620707,Sabrina,Monash,-37.86098321,145.1124819,Private room,32,4,1,,,2,88,2018-12-07
29749282,213225288,Ming,Melbourne,-37.80459725,144.9635033,Entire home/apt,127,1,3,2/12/18,3,8,84,2018-12-07
29750264,107877503,Michelle,Brimbank,-37.74773867,144.7946993,Private room,80,2,0,,,1,363,2018-12-07
29760016,64120454,Laura,Manningham,-37.78547992,145.1055153,Entire home/apt,118,1,0,,,3,89,2018-12-07
29761975,65527701,Tan,Maribyrnong,-37.79596212,144.8919103,Private room,60,1,0,,,16,72,2018-12-07
29762231,223921276,Sean,Stonnington,-37.83647229,144.9976269,Entire home/apt,100,1,6,6/12/18,6,1,15,2018-12-07
29762635,5507424,Michael,Yarra,-37.79597222,144.9789972,Entire home/apt,300,2,1,17/11/18,1,1,42,2018-12-07
29762719,195579414,Amanda,Melbourne,-37.81518539,144.9530128,Entire home/apt,150,1,2,16/11/18,1.87,13,343,2018-12-07
29763027,195579414,Amanda,Melbourne,-37.81436591,144.9531414,Entire home/apt,260,1,4,26/11/18,3.64,13,343,2018-12-07
29763276,195579414,Amanda,Melbourne,-37.81473298,144.9548031,Entire home/apt,145,1,3,29/11/18,2.73,13,355,2018-12-07
29763571,195579414,Amanda,Melbourne,-37.81516832,144.9390247,Entire home/apt,115,1,3,11/11/18,2.65,13,353,2018-12-07
29763587,195290444,Homa- Calvin,Melbourne,-37.82041443,144.9437881,Entire home/apt,126,2,3,24/11/18,2.73,12,52,2018-12-07
29763794,195579414,Amanda,Melbourne,-37.81551686,144.9549417,Entire home/apt,145,1,4,13/11/18,3.53,13,359,2018-12-07
29764078,195579414,Amanda,Melbourne,-37.81398688,144.9403831,Entire home/apt,109,1,1,4/11/18,0.88,13,365,2018-12-07
29764158,195579414,Amanda,Melbourne,-37.81546661,144.9537107,Entire home/apt,260,1,2,3/12/18,1.76,13,342,2018-12-07
29764181,22793004,Samuel,Wyndham,-37.8466643,144.6860879,Private room,65,1,0,,,3,365,2018-12-07
29764371,195579414,Amanda,Melbourne,-37.8133032,144.9400249,Entire home/apt,109,1,2,23/11/18,1.76,13,364,2018-12-07
29764485,195579414,Amanda,Melbourne,-37.81457887,144.952937,Entire home/apt,118,1,3,22/11/18,2.65,13,364,2018-12-07
29764642,23403580,Sylvie,Stonnington,-37.83761453,144.9975095,Private room,71,4,0,,,3,18,2018-12-07
29764901,195579414,Amanda,Melbourne,-37.8147017,144.9404246,Entire home/apt,109,1,0,,,13,348,2018-12-07
29764904,195579414,Amanda,Melbourne,-37.81564826,144.9565884,Entire home/apt,150,1,4,27/11/18,3.64,13,360,2018-12-07
29765545,195579414,Amanda,Melbourne,-37.80967401,144.9608455,Entire home/apt,300,1,10,1/12/18,9.09,13,343,2018-12-07
29766454,48014108,Amazing Accommodations!,Stonnington,-37.83694342,144.9972803,Entire home/apt,230,2,0,,,62,235,2018-12-07
29766465,14702909,Jessica,Stonnington,-37.86401794,145.0366011,Entire home/apt,129,6,0,,,1,11,2018-12-07
29766676,195290444,Homa- Calvin,Melbourne,-37.80988813,144.9601777,Entire home/apt,127,2,2,4/12/18,2,12,15,2018-12-07
29767485,177111936,Ryan,Melbourne,-37.81166672,144.9570114,Entire home/apt,130,1,2,25/11/18,2,2,14,2018-12-07
29767717,114384153,Jared SSP 2,Melbourne,-37.80556781,144.9612329,Entire home/apt,125,1,6,2/12/18,6,21,351,2018-12-07
29769076,12629825,Irina,Darebin,-37.75148715,145.0151266,Entire home/apt,360,2,0,,,1,76,2018-12-07
29769273,18708965,Lulu,Stonnington,-37.88276231,145.0880082,Entire home/apt,78,1,1,9/11/18,1,5,110,2018-12-07
29769420,18708965,Lulu,Stonnington,-37.88268704,145.089261,Entire home/apt,180,1,0,,,5,159,2018-12-07
29769576,95940711,Natalie,Moreland,-37.70323198,144.9461364,Private room,75,1,0,,,1,287,2018-12-07
29770000,223974458,Cathy,Hobsons Bay,-37.87197926,144.8173151,Entire home/apt,165,2,3,26/11/18,3,1,342,2018-12-07
29771108,74039305,Felicia,Melbourne,-37.80530792,144.962231,Entire home/apt,140,1,1,1/12/18,1,4,52,2018-12-07
29771560,223935794,Dan,Manningham,-37.78680877,145.1135774,Private room,60,2,4,4/12/18,4,1,164,2018-12-07
29771583,143116895,Ning,Melbourne,-37.82015837,144.9417838,Entire home/apt,159,2,1,,,7,69,2018-12-07
29773317,223914421,Moi,Melbourne,-37.80781029,144.9593666,Entire home/apt,120,1,5,22/11/18,4.69,1,56,2018-12-07
29778391,30513917,Jennifer,Moonee Valley,-37.75620249,144.8968209,Private room,75,1,3,27/11/18,3,2,89,2018-12-07
29780008,176252485,Monica,Monash,-37.89790463,145.1610115,Entire home/apt,188,2,0,,,2,326,2018-12-07
29780271,118462764,Nasser,Port Phillip,-37.86190823,144.9778592,Private room,84,3,1,17/11/18,1,1,24,2018-12-07
29781138,120195341,夏宝Chrisly,Melbourne,-37.81085282,144.9646623,Shared room,25,14,0,,,4,364,2018-12-07
29781306,120195341,夏宝Chrisly,Melbourne,-37.81063492,144.964815,Shared room,29,14,0,,,4,364,2018-12-07
29781399,120195341,夏宝Chrisly,Melbourne,-37.81153956,144.9630954,Shared room,29,14,0,,,4,340,2018-12-07
29781652,106363615,Mikhael,Melbourne,-37.80988275,144.9693622,Shared room,25,1,0,,,1,65,2018-12-07
29781856,224063376,Ngap,Boroondara,-37.81584839,145.0834002,Entire home/apt,148,2,0,,,1,65,2018-12-07
29782292,128599162,Jessie,Kingston,-37.93866212,145.0882368,Private room,37,3,0,,,3,2,2018-12-07
29782334,215928959,的娜,Wyndham,-37.89951318,144.6584687,Private room,42,2,0,,,1,56,2018-12-07
29782566,150070755,Emily,Port Phillip,-37.86211386,144.9731326,Entire home/apt,80,1,3,23/11/18,3,1,75,2018-12-07
29783104,103191648,Mayuri,Melbourne,-37.82412817,144.9600342,Entire home/apt,251,15,0,,,1,362,2018-12-07
29783210,804549,Carine,Hume,-37.69746392,144.8893398,Private room,46,1,15,6/12/18,13.64,2,347,2018-12-07
29783506,181698992,Aaron,Melbourne,-37.82072664,144.9434076,Entire home/apt,108,1,1,23/11/18,1,22,83,2018-12-07
29784213,39862386,Flinders Street Apartments,Melbourne,-37.81656122,144.9715364,Entire home/apt,125,1,2,3/12/18,2,4,42,2018-12-07
29784803,174148261,Allen,Melbourne,-37.79634345,144.9654529,Private room,35,3,1,12/11/18,1,2,8,2018-12-07
29785782,181698992,Aaron,Melbourne,-37.77756607,144.9381481,Entire home/apt,136,1,0,,,22,81,2018-12-07
29786106,184730524,Chuong,Monash,-37.90557008,145.1237001,Entire home/apt,89,1,4,1/12/18,4,1,349,2018-12-07
29786893,181698992,Aaron,Melbourne,-37.81772044,144.9559465,Entire home/apt,145,1,0,,,22,66,2018-12-07
29787101,7215421,Zoe,Yarra,-37.80005487,144.9950394,Entire home/apt,130,3,2,23/11/18,2,1,336,2018-12-07
29787109,21943322,Su,Greater Dandenong,-37.96328235,145.1749737,Private room,40,2,2,22/11/18,2,2,33,2018-12-07
29787746,155966614,Dharmishthaben (Riya),Wyndham,-37.88321328,144.7248086,Private room,60,1,0,,,4,75,2018-12-07
29787840,116855302,Mick,Monash,-37.91520086,145.1219019,Entire home/apt,550,1,0,,,1,365,2018-12-07
29787928,215504200,Fred,Monash,-37.91003511,145.0980864,Private room,33,2,3,29/11/18,3,1,24,2018-12-07
29787988,65682418,Xian,Yarra,-37.81057502,145.0056835,Entire home/apt,100,3,0,,,1,18,2018-12-07
29788237,1378539,Madeleine,Yarra,-37.80576139,144.9805297,Entire home/apt,96,14,0,,,1,33,2018-12-07
29788283,54821247,Scott,Boroondara,-37.82932074,145.0727614,Entire home/apt,150,1,5,30/11/18,5,1,39,2018-12-07
29788570,1108365,Paul,Port Phillip,-37.83691744,144.9677691,Entire home/apt,100,4,0,,,1,66,2018-12-07
29789125,49907333,Dawn,Yarra Ranges,-37.79601883,145.4615848,Entire home/apt,950,2,0,,,4,352,2018-12-07
29789247,216723999,Jessica,Melbourne,-37.81077766,144.9496527,Private room,55,36,0,,,2,0,2018-12-07
29789462,137771001,The Rest,Melbourne,-37.8097725,144.955981,Entire home/apt,138,2,2,3/12/18,2,5,162,2018-12-07
29789710,148497803,Sweety,Melbourne,-37.80916843,144.9599813,Shared room,540,10,0,,,1,90,2018-12-07
29800595,38848054,Kyle,Hobsons Bay,-37.86695576,144.8305868,Private room,40,5,0,,,1,59,2018-12-07
29801168,219952627,Jada,Moreland,-37.73409394,144.9709864,Private room,65,5,0,,,1,73,2018-12-07
29801576,18132446,Louisa,Darebin,-37.7771069,144.9942745,Entire home/apt,199,7,0,,,2,49,2018-12-07
29802235,48021808,Tomas,Stonnington,-37.83909065,144.9921207,Entire home/apt,96,1,0,,,1,28,2018-12-07
29802554,156381779,Gina,Banyule,-37.68852366,145.0724637,Entire home/apt,219,2,2,25/11/18,2,12,311,2018-12-07
29802557,89058738,Peter,Melbourne,-37.81533175,144.9650962,Entire home/apt,170,2,0,,,2,166,2018-12-07
29803703,159146498,Caitlin,Moreland,-37.77712284,144.9752895,Entire home/apt,300,1,0,,,2,40,2018-12-07
29804565,33640449,Aure,Port Phillip,-37.85920227,144.9790403,Entire home/apt,199,2,1,2/12/18,1,1,153,2018-12-07
29805847,52286220,Heather,Glen Eira,-37.88441674,144.9987316,Private room,75,1,1,18/11/18,1,1,71,2018-12-07
29806890,104431444,James@ Roomerang,Melbourne,-37.81039642,144.9613841,Entire home/apt,161,1,0,,,47,65,2018-12-07
29807119,21058208,Joel,Yarra,-37.81935457,145.0126421,Entire home/apt,140,2,1,1/12/18,1,42,143,2018-12-07
29807133,156381779,Gina,Banyule,-37.68841421,145.0675189,Entire home/apt,215,2,0,,,12,331,2018-12-07
29807743,89966234,Qing,Boroondara,-37.82384007,145.0509598,Entire home/apt,84,2,2,3/12/18,2,1,18,2018-12-07
29807886,107417903,Frangipani,Melbourne,-37.80509956,144.9576932,Entire home/apt,155,1,1,22/11/18,1,9,65,2018-12-07
29808411,152784342,Hippo,Manningham,-37.77296203,145.1048517,Private room,50,1,1,13/11/18,1,2,319,2018-12-07
29808547,108813610,HugoHome,Melbourne,-37.80887641,144.9604669,Entire home/apt,129,1,1,9/11/18,1,41,18,2018-12-07
29809356,224109022,Winner,Melbourne,-37.80830384,144.9614238,Entire home/apt,188,1,1,17/11/18,1,2,60,2018-12-07
29813373,822510,Min,Darebin,-37.76913691,145.0038249,Entire home/apt,251,3,0,,,1,236,2018-12-07
29813595,36096209,Tracy,Melbourne,-37.81021716,144.9695377,Private room,84,30,0,,,1,363,2018-12-07
29814006,41250704,Katalin,Greater Dandenong,-38.00015392,145.2121598,Private room,46,2,1,23/11/18,1,1,34,2018-12-07
29815095,33065335,Mackenzie,Glen Eira,-37.88404927,145.011655,Entire home/apt,260,3,0,,,2,62,2018-12-07
29815518,12242566,Lauren,Darebin,-37.72644709,145.0140906,Private room,40,1,2,3/12/18,2,1,56,2018-12-07
29816910,203717150,Liz,Yarra Ranges,-37.77050614,145.3218022,Entire home/apt,446,1,0,,,2,316,2018-12-07
29817710,195200455,Sanjay,Melbourne,-37.81462342,144.9528896,Entire home/apt,150,2,0,,,1,65,2018-12-07
29818324,115126017,Carol,Melbourne,-37.80845209,144.9599877,Private room,75,3,2,2/12/18,2,5,130,2018-12-07
29818879,72568288,Paul,Greater Dandenong,-37.9671941,145.1835199,Private room,36,2,0,,,2,26,2018-12-07
29825836,204962574,Nelita,Kingston,-38.05350831,145.1195531,Private room,65,1,1,8/11/18,1,1,363,2018-12-07
29826149,40908292,Tina,Moreland,-37.70812488,144.9235223,Entire home/apt,109,100,0,,,6,358,2018-12-07
29827311,108209103,Charles,Yarra,-37.78320163,144.9922605,Private room,55,1,0,,,1,8,2018-12-07
29827775,224364713,Gina,Glen Eira,-37.92999694,145.0571046,Private room,46,1,4,24/11/18,4,3,339,2018-12-07
29827820,14346711,Chris,Melbourne,-37.80680758,144.9679139,Entire home/apt,97,4,0,,,1,39,2018-12-07
29828933,15651267,Serviced Houses Australia,Hume,-37.64222158,144.8137706,Entire home/apt,298,2,0,,,26,337,2018-12-07
29829018,148894665,Lily,Port Phillip,-37.86749112,144.9779464,Entire home/apt,96,5,1,17/11/18,1,1,155,2018-12-07
29830605,97210359,Juan,Melbourne,-37.79813004,144.9655455,Private room,75,1,7,2/12/18,7,1,77,2018-12-07
29831148,215142984,Jennifer,Boroondara,-37.81035597,145.0459549,Private room,82,7,2,25/11/18,2,4,330,2018-12-07
29831346,158648522,Anna,Yarra Ranges,-37.90917859,145.375716,Entire home/apt,125,2,1,24/11/18,1,2,81,2018-12-07
29831396,103653475,Ali Hill Accommodation,Yarra,-37.8092131,145.0087073,Entire home/apt,120,1,2,2/12/18,2,5,32,2018-12-07
29831779,48014108,Amazing Accommodations!,Stonnington,-37.84333427,144.9962233,Entire home/apt,155,2,0,,,62,350,2018-12-07
29831859,139185068,梓琳,Melbourne,-37.82662949,144.9583983,Entire home/apt,170,1,2,10/11/18,2,9,41,2018-12-07
29833895,15201023,Keira,Boroondara,-37.80372389,145.0242706,Private room,40,20,1,11/11/18,1,1,30,2018-12-07
29833935,1183558,Rhianna + Luke,Maribyrnong,-37.8199743,144.8983991,Private room,75,2,0,,,1,15,2018-12-07
29833992,86486606,Iwan,Melbourne,-37.8012156,144.9479032,Private room,75,1,0,,,1,0,2018-12-07
29834434,196676411,洁,Melbourne,-37.81035728,144.9496057,Entire home/apt,105,1,3,22/11/18,3,9,6,2018-12-07
29835422,222649493,Ferntree,Melbourne,-37.8080813,144.961225,Entire home/apt,148,1,0,,,4,53,2018-12-07
29835748,91203074,Harry,Moreland,-37.77164678,144.9785957,Entire home/apt,100,5,0,,,1,6,2018-12-07
29837219,222649493,Ferntree,Melbourne,-37.81020355,144.9608004,Entire home/apt,148,1,1,8/11/18,1,4,59,2018-12-07
29838929,193793780,Luke,Port Phillip,-37.83115121,144.9569088,Entire home/apt,498,2,1,2/12/18,1,3,364,2018-12-07
29840478,76510215,Annabelle&Suzy,Whitehorse,-37.81852623,145.1172567,Entire home/apt,105,2,3,29/11/18,3,4,143,2018-12-07
29840798,118428378,Ana,Moreland,-37.74195165,144.9637303,Private room,43,2,0,,,1,271,2018-12-07
29841983,224428957,Selin,Monash,-37.8980648,145.1082372,Private room,48,1,4,27/11/18,4,3,20,2018-12-07
29842051,43899107,Leo,Yarra,-37.78532536,144.9782187,Entire home/apt,111,2,0,,,2,14,2018-12-07
29842065,224428957,Selin,Monash,-37.89845079,145.1066686,Private room,55,1,4,3/12/18,4,3,48,2018-12-07
29842229,37115448,Shannon,Frankston,-38.10619104,145.1320014,Private room,53,1,3,14/11/18,3,1,254,2018-12-07
29842327,220000903,Jess,Glen Eira,-37.92000986,145.0620357,Private room,50,3,0,,,1,87,2018-12-07
29842744,46203203,Gaurav,Kingston,-38.04173389,145.1178173,Entire home/apt,181,3,2,1/12/18,2,1,115,2018-12-07
29843702,42478351,Phil J,Monash,-37.86676166,145.1134997,Private room,40,1,0,,,6,172,2018-12-07
29844013,129064638,Hadi,Manningham,-37.79746554,145.172094,Private room,73,2,0,,,1,45,2018-12-07
29844648,221615997,Anlish&Yolanda,Melbourne,-37.81524218,144.9542683,Entire home/apt,186,1,5,24/11/18,5,2,167,2018-12-07
29847644,36410227,Sabrina,Stonnington,-37.83919081,144.9945408,Entire home/apt,100,3,0,,,66,156,2018-12-07
29855720,115126017,Carol,Melbourne,-37.80927849,144.9607865,Private room,46,3,5,3/12/18,5,5,168,2018-12-07
29856905,189417021,Elite,Melbourne,-37.80571512,144.9626398,Entire home/apt,161,2,1,10/11/18,1,12,30,2018-12-07
29857302,147033309,LivingIt,Casey,-38.05508587,145.3081914,Entire home/apt,230,1,0,,,50,346,2018-12-07
29859166,8406316,Jonathan,Moreland,-37.76561034,144.9596724,Entire home/apt,120,2,1,17/11/18,1,1,2,2018-12-07
29859368,139025422,May,Melbourne,-37.81131223,144.9614087,Entire home/apt,150,1,4,28/11/18,4,2,35,2018-12-07
29859555,74536855,Chris,Glen Eira,-37.86859239,145.0076877,Private room,55,2,0,,,2,19,2018-12-07
29859768,189417021,Elite,Melbourne,-37.80944006,144.9572604,Entire home/apt,161,2,1,20/11/18,1,12,50,2018-12-07
29859997,200918795,Henry,Melbourne,-37.82083828,144.9627879,Entire home/apt,210,2,3,1/12/18,3,1,168,2018-12-07
29860015,3286366,Beti,Port Phillip,-37.83358134,144.9685923,Entire home/apt,179,3,0,,,1,27,2018-12-07
29860427,69473102,Maeve,Banyule,-37.75277056,145.0599486,Entire home/apt,150,1,0,,,1,76,2018-12-07
29860500,115562267,Finn,Moonee Valley,-37.76297793,144.8689281,Entire home/apt,400,6,0,,,1,83,2018-12-07
29861769,224582943,Stephanie,Melbourne,-37.82300166,144.9613576,Entire home/apt,161,2,3,28/11/18,3,1,115,2018-12-07
29861905,224579083,Margaret,Whittlesea,-37.52143246,145.0524916,Entire home/apt,820,2,0,,,1,336,2018-12-07
29861949,224364713,Gina,Glen Eira,-37.93172037,145.0565015,Private room,46,1,0,,,3,53,2018-12-07
29863413,18996816,Gabriela,Stonnington,-37.84989703,144.995745,Private room,65,1,0,,,1,88,2018-12-07
29864811,156381779,Gina,Banyule,-37.68814729,145.0680783,Entire home/apt,219,2,2,3/12/18,2,12,340,2018-12-07
29865385,152675399,Carine,Melbourne,-37.82062714,144.9434285,Entire home/apt,145,5,0,,,1,12,2018-12-07
29867499,16276382,Ken,Melbourne,-37.79518483,144.9535902,Private room,84,3,4,2/12/18,4,2,53,2018-12-07
29867701,217843517,Jim,Manningham,-37.76749033,145.1390141,Private room,55,1,1,26/11/18,1,4,151,2018-12-07
29867994,81008988,Mark,Whitehorse,-37.81691047,145.1248228,Entire home/apt,91,1,7,6/12/18,7,1,11,2018-12-07
29868487,65657997,Mrs Kornthip,Knox,-37.88497101,145.3018454,Private room,55,1,1,11/11/18,1,4,361,2018-12-07
29869243,224622930,Kelly,Maroondah,-37.80679679,145.235052,Entire home/apt,199,2,1,23/11/18,1,1,72,2018-12-07
29869549,79615693,Sam,Melbourne,-37.80803231,144.9677176,Private room,55,1,2,2/12/18,2,1,148,2018-12-07
29871139,224632840,Mi,Boroondara,-37.79577188,145.074616,Private room,40,3,2,26/11/18,2,1,46,2018-12-07
29881669,5383441,Mariam,Melbourne,-37.82309501,144.9627042,Entire home/apt,199,2,0,,,55,166,2018-12-07
29882473,224718865,Dale,Melbourne,-37.82727711,144.9661556,Private room,43,7,0,,,1,31,2018-12-07
29883424,133856960,Linda,Melbourne,-37.81171783,144.9501901,Entire home/apt,109,1,2,2/12/18,2,2,81,2018-12-07
29883728,36410227,Sabrina,Melbourne,-37.82684708,144.9585674,Entire home/apt,161,3,1,18/11/18,1,66,159,2018-12-07
29883824,3485925,Becca,Melbourne,-37.8244629,144.9636666,Private room,120,1,0,,,1,44,2018-12-07
29884060,102792740,Daisy,Melbourne,-37.81438597,144.9541713,Entire home/apt,138,1,8,25/11/18,8,4,118,2018-12-07
29884144,19479507,Segenet,Melbourne,-37.81474287,144.9653071,Entire home/apt,90,5,1,28/11/18,1,1,12,2018-12-07
29884314,224732620,Albert,Monash,-37.86510343,145.1321487,Private room,60,1,0,,,1,180,2018-12-07
29884458,54556815,Melstay,Melbourne,-37.81017039,144.9604466,Entire home/apt,125,2,0,,,24,77,2018-12-07
29884610,5216487,Nic,Yarra,-37.78357107,145.0175773,Private room,125,2,0,,,3,89,2018-12-07
29884994,32316995,Yong,Melbourne,-37.82538392,144.9601449,Entire home/apt,145,1,1,24/11/18,1,10,61,2018-12-07
29885000,222649493,Ferntree,Melbourne,-37.80905087,144.9674277,Entire home/apt,108,1,0,,,4,79,2018-12-07
29885484,26090745,Sue,Port Phillip,-37.86003319,145.0013252,Entire home/apt,176,14,1,1/12/18,1,3,228,2018-12-07
29885921,145247650,Apple And Jack,Port Phillip,-37.83671718,144.966786,Entire home/apt,100,2,2,4/12/18,2,1,51,2018-12-07
29885928,130415824,Lyn,Melbourne,-37.8217846,144.9430783,Entire home/apt,379,1,0,,,14,301,2018-12-07
29887035,53515103,Sky,Melbourne,-37.81096831,144.961413,Private room,100,2,1,18/11/18,1,6,365,2018-12-07
29887916,191616827,Tejaswini (Tjay),Port Phillip,-37.87830133,144.9964004,Private room,46,1,3,3/12/18,3,1,53,2018-12-07
29888079,53515103,Sky,Melbourne,-37.81048122,144.9595477,Private room,100,2,2,20/11/18,2,6,362,2018-12-07
29889212,127643388,Julie,Knox,-37.87340791,145.272362,Entire home/apt,115,1,0,,,3,157,2018-12-07
29890235,45543793,Aileen,Melbourne,-37.82469793,144.9625996,Entire home/apt,109,3,1,23/11/18,1,1,5,2018-12-07
29890607,127643388,Julie,Knox,-37.8722971,145.2712238,Entire home/apt,79,1,0,,,3,135,2018-12-07
29890760,195290444,Homa- Calvin,Hume,-37.61974785,144.8866614,Entire home/apt,199,2,0,,,12,50,2018-12-07
29891167,17988477,Michael,Melbourne,-37.81585194,144.955429,Entire home/apt,100,2,0,,,1,6,2018-12-07
29892108,38269756,Vinay,Wyndham,-37.89030042,144.7482818,Private room,50,1,1,27/11/18,1,1,74,2018-12-07
29893488,72393270,Jess,Knox,-37.85784807,145.2934499,Entire home/apt,125,1,1,3/12/18,1,2,64,2018-12-07
29893632,134788365,Bo,Melbourne,-37.81568911,144.9540142,Entire home/apt,176,2,7,2/12/18,7,1,140,2018-12-07
